sample	gene	chrom	gene_start	gene_end	tsg	seg	median_cnlr_seg	segclust	seg_start	seg_end	cf.em	tcn.em	lcn.em	cf	tcn	lcn	seg_length	mcn	genes_on_seg	gene_snps	gene_het_snps	spans_segs	cn_state	filter
HN002-T2	HPSE2	10	100216834	100995619	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	3095	123	FALSE	HETLOSS	PASS
HN002-T2	HPX	11	6452279	6463847	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	46	3	FALSE	DIPLOID	PASS
HN002-T2	HR	8	21971928	21990897	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	76	5	FALSE	GAIN	PASS
HN002-T2	HRAS	11	532242	537287	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	20	8	FALSE	DIPLOID	PASS
HN002-T2	HRASLS	3	192958914	192995527	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	146	33	FALSE	HETLOSS	PASS
HN002-T2	HRASLS2	11	63320242	63330855	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	42	0	FALSE	DIPLOID	PASS
HN002-T2	HRASLS5	11	63228876	63258666	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	119	2	FALSE	DIPLOID	PASS
HN002-T2	HRC	19	49654455	49658681	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	17	1	FALSE	DIPLOID	PASS
HN002-T2	HRCT1	9	35906189	35907138	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	4	0	FALSE	HETLOSS	PASS
HN002-T2	HRG	3	186378005	186396029	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	72	20	FALSE	HETLOSS	PASS
HN002-T2	HRH1	3	11178779	11305243	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	505	90	FALSE	HETLOSS	PASS
HN002-T2	HRH2	5	175085033	175137759	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	211	7	FALSE	DIPLOID	PASS
HN002-T2	HRH3	20	60790026	60795323	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	21	0	FALSE	DIPLOID	PASS
HN002-T2	HRH4	18	22040593	22059921	FALSE	32	-0.0383314816057619	3	10679	77999957	1	2	1	1	2	1	77989278	1	275	78	18	FALSE	DIPLOID	PASS
HN002-T2	HRK	12	117293949	117319246	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	102	13	FALSE	DIPLOID	PASS
HN002-T2	HRNR	1	152184558	152196669	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	45	15	FALSE	DIPLOID	PASS
HN002-T2	HS1BP3	2	20760208	20850849	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	363	66	FALSE	DIPLOID	PASS
HN002-T2	HS2ST1	1	87380331	87575681	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	782	11	FALSE	DIPLOID	PASS
HN002-T2	HS3ST1	4	11394774	11431389	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	146	24	FALSE	DIPLOID	PASS
HN002-T2	HS3ST2	16	22825498	22927659	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	409	72	FALSE	DIPLOID	PASS
HN002-T2	HS3ST3A1	17	13399006	13505244	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	424	9	FALSE	DIPLOID	PASS
HN002-T2	HS3ST3B1	17	14204400	14252721	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	192	51	FALSE	DIPLOID	PASS
HN002-T2	HS3ST4	16	25703347	26149009	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	1782	307	FALSE	DIPLOID	PASS
HN002-T2	HS3ST5	6	114376750	114664209	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	1148	99	FALSE	GAIN	PASS
HN002-T2	HS3ST6	16	1961464	1968441	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	28	3	FALSE	DIPLOID	PASS
HN002-T2	HS6ST1	2	128994290	129076151	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	327	22	FALSE	DIPLOID	PASS
HN002-T2	HS6ST2	23	131760044	132095423	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	1204	0	FALSE	INDETERMINATE	PASS
HN002-T2	HS6ST3	13	96743093	97491816	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	2995	513	FALSE	DIPLOID	PASS
HN002-T2	HSBP1	16	83841448	83853342	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	46	2	FALSE	DIPLOID	PASS
HN002-T2	HSBP1L1	18	77724561	77730822	FALSE	32	-0.0383314816057619	3	10679	77999957	1	2	1	1	2	1	77989278	1	275	24	0	FALSE	DIPLOID	PASS
HN002-T2	HSCB	22	29138019	29153503	FALSE	36	-0.0212859013700162	9	16050500	51209250	1	2	1	1	2	1	35158750	1	449	61	10	FALSE	DIPLOID	PASS
HN002-T2	HSD11B1	1	209859523	209908295	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	195	50	FALSE	DIPLOID	PASS
HN002-T2	HSD11B1L	19	5680615	5688534	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	31	3	FALSE	DIPLOID	PASS
HN002-T2	HSD11B2	16	67464555	67471456	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	28	1	FALSE	DIPLOID	PASS
HN002-T2	HSD17B1	17	40701232	40707231	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	24	2	FALSE	DIPLOID	PASS
HN002-T2	HSD17B10	23	53458206	53461320	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	11	0	FALSE	INDETERMINATE	PASS
HN002-T2	HSD17B11	4	88257762	88312538	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	196	70	FALSE	DIPLOID	PASS
HN002-T2	HSD17B12	11	43702108	43878167	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	703	114	FALSE	DIPLOID	PASS
HN002-T2	HSD17B13	4	88224941	88244058	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	77	16	FALSE	DIPLOID	PASS
HN002-T2	HSD17B14	19	49316274	49339935	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	94	1	FALSE	DIPLOID	PASS
HN002-T2	HSD17B2	16	82068609	82132139	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	254	6	FALSE	DIPLOID	PASS
HN002-T2	HSD17B3	9	98997588	99064458	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	268	75	FALSE	HETLOSS	PASS
HN002-T2	HSD17B4	5	118788138	118972894	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	739	65	FALSE	DIPLOID	PASS
HN002-T2	HSD17B6	12	57145945	57181574	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	143	15	FALSE	DIPLOID	PASS
HN002-T2	HSD17B7	1	162760492	162782607	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	88	0	FALSE	DIPLOID	PASS
HN002-T2	HSD17B8	6	33172419	33174608	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	9	4	FALSE	GAIN	PASS
HN002-T2	HSD3B1	1	120049821	120057677	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	31	1	FALSE	DIPLOID	PASS
HN002-T2	HSD3B2	1	119957554	119965658	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	32	7	FALSE	DIPLOID	PASS
HN002-T2	HSD3B7	16	30996528	31000473	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	17	0	FALSE	DIPLOID	PASS
HN002-T2	HSDL1	16	84155751	84178797	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	92	24	FALSE	DIPLOID	PASS
HN002-T2	HSDL2	9	115142217	115234690	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	370	1	FALSE	HETLOSS	PASS
HN002-T2	HSF1	8	145515273	145538385	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	91	1	FALSE	GAIN	PASS
HN002-T2	HSF2	6	122720691	122754264	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	135	4	FALSE	GAIN	PASS
HN002-T2	HSF2BP	21	44949072	45079374	FALSE	35	-0.0366693515025574	3	9411900	48099782	1	2	1	1	2	1	38687882	1	244	518	108	FALSE	DIPLOID	PASS
HN002-T2	HSF4	16	67198584	67203848	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	21	0	FALSE	DIPLOID	PASS
HN002-T2	HSF5	17	56497528	56565745	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	272	5	FALSE	DIPLOID	PASS
HN002-T2	HSFX3	23	148629755	148631477	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	5	0	FALSE	INDETERMINATE	PASS
HN002-T2	HSFX4	23	149097863	149099505	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	4	0	FALSE	INDETERMINATE	PASS
HN002-T2	HSH2D	19	16244838	16269386	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	98	11	FALSE	DIPLOID	PASS
HN002-T2	HSP90AA1	14	102547075	102606036	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	236	29	FALSE	DIPLOID	PASS
HN002-T2	HSP90AB1	6	44213903	44221625	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	30	1	FALSE	GAIN	PASS
HN002-T2	HSP90B1	12	104323885	104347423	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	94	23	FALSE	DIPLOID	PASS
HN002-T2	HSPA12A	10	118430703	118609747	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	715	115	FALSE	HETLOSS	PASS
HN002-T2	HSPA12B	20	3713314	3733758	FALSE	34	-0.0276157496237487	6	60500	62964366	1	2	1	1	2	1	62903866	1	554	81	7	FALSE	DIPLOID	PASS
HN002-T2	HSPA13	21	15743436	15755805	FALSE	35	-0.0366693515025574	3	9411900	48099782	1	2	1	1	2	1	38687882	1	244	49	1	FALSE	DIPLOID	PASS
HN002-T2	HSPA14	10	14880159	14913740	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	134	18	FALSE	HETLOSS	PASS
HN002-T2	HSPA1A	6	31783241	31785723	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	7	0	FALSE	GAIN	PASS
HN002-T2	HSPA1B	6	31795512	31798032	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	6	0	FALSE	GAIN	PASS
HN002-T2	HSPA1L	6	31777396	31782842	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	22	0	FALSE	GAIN	PASS
HN002-T2	HSPA2	14	65002623	65012891	FALSE	28	-0.0364718242722966	5	19000500	107288850	1	2	1	1	2	1	88288350	1	630	41	14	FALSE	DIPLOID	PASS
HN002-T2	HSPA4	5	132387654	132442141	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	217	5	FALSE	DIPLOID	PASS
HN002-T2	HSPA4L	4	128702976	128761888	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	236	17	FALSE	DIPLOID	PASS
HN002-T2	HSPA5	9	127997132	128003609	FALSE	20	-0.787942861713592	2	124021254	140806250	0.832694036054616	1	0	0.832694036054616	1	0	16784996	1	286	26	0	FALSE	HETLOSS	PASS
HN002-T2	HSPA6	1	161494330	161496700	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	9	0	FALSE	DIPLOID	PASS
HN002-T2	HSPA8	11	122928197	122933938	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	23	0	FALSE	DIPLOID	PASS
HN002-T2	HSPA9	5	137889445	137911413	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	89	12	FALSE	DIPLOID	PASS
HN002-T2	HSPB1	7	75931861	75933612	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	8	0	FALSE	GAIN	PASS
HN002-T2	HSPB11	1	54382247	54411602	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	118	30	FALSE	DIPLOID	PASS
HN002-T2	HSPB2	11	111782966	111784817	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	7	1	FALSE	DIPLOID	PASS
HN002-T2	HSPB2-C11orf52	11	111783460	111797595	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	55	7	FALSE	DIPLOID	PASS
HN002-T2	HSPB3	5	53751431	53752214	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	4	1	FALSE	DIPLOID	PASS
HN002-T2	HSPB6	19	36245470	36248980	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	14	2	FALSE	DIPLOID	PASS
HN002-T2	HSPB7	1	16340523	16346089	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	23	1	FALSE	DIPLOID	PASS
HN002-T2	HSPB8	12	119616447	119658936	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	169	17	FALSE	DIPLOID	PASS
HN002-T2	HSPB9	17	40273449	40275370	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	8	2	FALSE	DIPLOID	PASS
HN002-T2	HSPBAP1	3	122458850	122512671	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	216	48	FALSE	HETLOSS	PASS
HN002-T2	HSPBP1	19	55773599	55791749	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	73	13	FALSE	DIPLOID	PASS
HN002-T2	HSPD1	2	198351305	198381461	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	120	16	FALSE	DIPLOID	PASS
HN002-T2	HSPE1	2	198364718	198368181	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	13	1	FALSE	DIPLOID	PASS
HN002-T2	HSPE1-MOB4	2	198365137	198415450	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	202	17	FALSE	DIPLOID	PASS
HN002-T2	HSPG2	1	22148738	22263790	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	460	5	FALSE	DIPLOID	PASS
HN002-T2	HSPH1	13	31709111	31736525	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	109	0	FALSE	DIPLOID	PASS
HN002-T2	HTATIP2	11	20385231	20405329	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	80	1	FALSE	DIPLOID	PASS
HN002-T2	HTATSF1	23	135579238	135594505	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	60	0	FALSE	INDETERMINATE	PASS
HN002-T2	HTD2	3	58291989	58304301	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	50	0	FALSE	HETLOSS	PASS
HN002-T2	HTN1	4	70916119	70924562	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	33	9	FALSE	DIPLOID	PASS
HN002-T2	HTN3	4	70894130	70902255	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	33	9	FALSE	DIPLOID	PASS
HN002-T2	HTR1A	5	63256183	63258334	FALSE	12	-0.0427246494210421	7	52640150	130828450	1	2	1	1	2	1	78188300	1	282	8	0	FALSE	DIPLOID	PASS
HN002-T2	HTR1B	6	78171470	78173490	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	8	2	FALSE	GAIN	PASS
HN002-T2	HTR1D	1	23518388	23521222	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	11	4	FALSE	DIPLOID	PASS
HN002-T2	HTR1E	6	87647024	87726401	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	318	3	FALSE	GAIN	PASS
HN002-T2	HTR1F	3	88039846	88042985	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	12	1	FALSE	HETLOSS	PASS
HN002-T2	HTR2A	13	47405685	47471211	FALSE	27	-0.0405463752888811	5	19020550	115095705	1	2	1	1	2	1	96075155	1	326	262	84	FALSE	DIPLOID	PASS
HN002-T2	HTR2B	2	231972944	231989832	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	68	0	FALSE	DIPLOID	PASS
HN002-T2	HTR2C	23	113818551	114144624	FALSE	39	0.81714594916093	14	105174500	155238600	0.793183883159547	2	NA	0.793183883159547	2	NA	50064100	NA	328	1230	0	FALSE	INDETERMINATE	PASS
HN002-T2	HTR3A	11	113845603	113861035	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	61	2	FALSE	DIPLOID	PASS
HN002-T2	HTR3B	11	113775399	113817287	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	168	23	FALSE	DIPLOID	PASS
HN002-T2	HTR3C	3	183770835	183778459	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	29	12	FALSE	HETLOSS	PASS
HN002-T2	HTR3D	3	183749332	183757157	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	32	6	FALSE	HETLOSS	PASS
HN002-T2	HTR3E	3	183814852	183824783	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	39	3	FALSE	HETLOSS	PASS
HN002-T2	HTR4	5	147830595	148056798	FALSE	13	-0.0323837400420792	4	130828649	180713424	1	2	1	1	2	1	49884775	1	455	905	164	FALSE	DIPLOID	PASS
HN002-T2	HTR5A	7	154862034	154879102	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	68	1	FALSE	GAIN	PASS
HN002-T2	HTR6	1	19991780	20006055	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	57	0	FALSE	DIPLOID	PASS
HN002-T2	HTR7	10	92500580	92617455	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	468	2	FALSE	HETLOSS	PASS
HN002-T2	HTRA1	10	124218067	124274424	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	226	39	FALSE	HETLOSS	PASS
HN002-T2	HTRA2	2	74756504	74760475	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	16	0	FALSE	DIPLOID	PASS
HN002-T2	HTRA3	4	8271492	8308838	FALSE	7	-0.0173170622595446	11	596600	10719950	1	2	1	1	2	1	10123350	1	115	149	54	FALSE	DIPLOID	PASS
HN002-T2	HTRA4	8	38831683	38846181	FALSE	18	0.484070192086309	13	23050	146301250	0.866057241718663	3	1	0.866057241718663	3	1	146278200	2	694	58	2	FALSE	GAIN	PASS
HN002-T2	HTT	4	3043149	3245687	FALSE	7	-0.0173170622595446	11	596600	10719950	1	2	1	1	2	1	10123350	1	115	808	29	FALSE	DIPLOID	PASS
HN002-T2	HUG1	10	102882536	102883624	FALSE	22	-0.860634818203363	1	60700	135436800	0.866057241718663	1	0	0.866057241718663	1	0	135376100	1	751	5	1	FALSE	HETLOSS	PASS
HN002-T2	HUNK	21	33245628	33416946	FALSE	35	-0.0366693515025574	3	9411900	48099782	1	2	1	1	2	1	38687882	1	244	684	39	FALSE	DIPLOID	PASS
HN002-T2	HUS1	7	48002885	48019150	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	65	20	FALSE	GAIN	PASS
HN002-T2	HUS1B	6	655939	656963	FALSE	14	0.48608743822491	13	63850	78860650	0.866057241718663	3	1	0.866057241718663	3	1	78796800	2	657	5	0	FALSE	GAIN	PASS
HN002-T2	HUWE1	23	53559057	53713674	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	568	0	FALSE	INDETERMINATE	PASS
HN002-T2	HVCN1	12	111065646	111142755	FALSE	26	-0.0235805141927597	10	107758650	133840909	1	2	1	1	2	1	26082259	1	231	308	51	FALSE	DIPLOID	PASS
HN002-T2	HYAL1	3	50337320	50349812	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	50	0	FALSE	HETLOSS	PASS
HN002-T2	HYAL2	3	50355221	50360337	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	21	0	FALSE	HETLOSS	PASS
HN002-T2	HYAL3	3	50330262	50336899	FALSE	5	-0.864854003854526	1	60800	197900735	0.866057241718663	1	0	0.866057241718663	1	0	197839935	1	1081	27	0	FALSE	HETLOSS	PASS
HN002-T2	HYAL4	7	123469037	123517532	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	194	18	FALSE	GAIN	PASS
HN002-T2	HYDIN	16	70841281	71264625	FALSE	30	-0.0283610456754129	6	60600	90163275	1	2	1	1	2	1	90102675	1	870	1653	26	FALSE	DIPLOID	PASS
HN002-T2	HYI	1	43916674	43919660	FALSE	2	-0.02014685956208	6	841100	47010406	1	2	1	1	2	1	46169306	1	662	12	0	FALSE	DIPLOID	PASS
HN002-T2	HYKK	15	78799906	78829714	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	120	37	FALSE	DIPLOID	PASS
HN002-T2	HYLS1	11	125753509	125770543	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	68	7	FALSE	DIPLOID	PASS
HN002-T2	HYOU1	11	118914900	118927913	FALSE	23	-0.0344484662470347	4	70200	134945765	1	2	1	1	2	1	134875565	1	1327	52	0	FALSE	DIPLOID	PASS
HN002-T2	HYPK	15	44088340	44095241	FALSE	29	-0.0343738585752042	3	20000538	102400037	1	2	1	1	2	1	82399499	1	617	28	1	FALSE	DIPLOID	PASS
HN002-T2	HYPM	23	37850070	37850570	FALSE	37	0.817990165221837	14	60800	105171550	0.793183883159547	2	NA	0.793183883159547	2	NA	105110750	NA	525	2	0	FALSE	INDETERMINATE	PASS
HN002-T2	IAH1	2	9613787	9636672	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	92	24	FALSE	DIPLOID	PASS
HN002-T2	IAPP	12	21507893	21532912	FALSE	25	-0.0405661303462767	3	7402590	107758250	1	2	1	1	2	1	100355660	1	729	100	13	FALSE	DIPLOID	PASS
HN002-T2	IARS	9	94972489	95056038	FALSE	19	-0.814486322870441	2	10500	124020925	0.832694036054616	1	0	0.832694036054616	1	0	124010425	1	523	334	52	FALSE	HETLOSS	PASS
HN002-T2	IARS2	1	220267444	220321383	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	216	23	FALSE	DIPLOID	PASS
HN002-T2	IBA57	1	228353516	228369958	FALSE	3	-0.0376376304701469	3	47010700	249222325	1	2	1	1	2	1	202211625	1	1423	65	1	FALSE	DIPLOID	PASS
HN002-T2	IBSP	4	88720733	88733587	FALSE	8	-0.0435342877445872	3	10720375	191032900	1	2	1	1	2	1	180312525	1	635	52	1	FALSE	DIPLOID	PASS
HN002-T2	IBTK	6	82879700	82957471	FALSE	16	0.481943474434833	13	78866800	170921700	0.866057241718663	3	1	0.866057241718663	3	1	92054900	2	399	311	31	FALSE	GAIN	PASS
HN002-T2	ICA1	7	8152814	8302317	FALSE	17	0.484974045860797	13	11200	159125150	0.866057241718663	3	1	0.866057241718663	3	1	159113950	2	925	599	113	FALSE	GAIN	PASS
HN002-T2	ICA1L	2	203637873	203736708	FALSE	4	-0.0382438958176512	3	10650	243042550	1	2	1	1	2	1	243031900	1	1274	395	8	FALSE	DIPLOID	PASS
HN002-T2	ICAM1	19	10381511	10397291	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	63	9	FALSE	DIPLOID	PASS
HN002-T2	ICAM2	17	62079954	62097994	FALSE	31	-0.0257856285600676	8	400	81151920	1	2	1	1	2	1	81151520	1	1207	72	3	FALSE	DIPLOID	PASS
HN002-T2	ICAM3	19	10444452	10450499	FALSE	33	-0.0182399316164173	6	60800	59097977	1	2	1	1	2	1	59037177	1	1488	24	3	FALSE	DIPLOID	PASS
